school_name,classification,detail_url,extraction_timestamp,status,teaching_directorate,neighborhood,municipality,phone,email,ideb_score_final_years,idesp_score_final_years,ideb_score_high_school,idesp_score_high_school,total_students,age_06_10_final_years,age_11_14_final_years,age_15_17_final_years,age_18_plus_final_years,age_06_10_high_school,age_11_14_high_school,age_15_17_high_school,age_18_plus_high_school,total_classes,classes_final_years,classes_high_school,total_classrooms,error_message
JOSE FERNANDO ABBUD PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=923151,2025-07-30T12:02:12.188768,SUCCESS,DIADEMA,SERRARIA,DIADEMA,(11) 40542310,E923151A@EDUCACAO.SP.GOV.BR,5.50,3.27,4.40,2.72,873,14,453,10,,,9,362,25,23,13,10,8,
JOSE FERRAZ SAMPAIO PENTEADO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=47302,2025-07-30T12:02:12.188768,SUCCESS,LIMEIRA,JARDIM NOVO HORIZONTE,LIMEIRA,(19) 34510221,E047302A@EDUCACAO.SP.GOV.BR,5.20,2.79,,,210,1,193,16,,,,,,8,8,,9,
JOSE FERREIRA DA SILVA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=24417,2025-07-30T12:02:12.188768,SUCCESS,SAO CARLOS,CENTRO,DESCALVADO,(19) 35831485,E024417A@EDUCACAO.SP.GOV.BR,,,4.60,2.51,432,,,,,,3,403,26,15,,15,15,
JOSE FIRPO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=30788,2025-07-30T12:02:12.188768,SUCCESS,ADAMANTINA,CENTRO,LUCELIA,(18) 35511664,E030788A@EDUCACAO.SP.GOV.BR,4.90,2.29,4.30,1.91,573,8,228,6,,,9,223,13,23,9,11,19,
JOSE FLORENCIO DO AMARAL,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=27546,2025-07-30T12:02:12.188768,SUCCESS,VOTUPORANGA,CENTRO,MONCOES,(17) 34841103,E027546A@EDUCACAO.SP.GOV.BR,5.70,3.25,4.70,2.67,148,3,79,2,,,3,61,,7,4,3,8,
JOSE FLORENTINO DE SOUZA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=30512,2025-07-30T12:02:12.188768,SUCCESS,PENAPOLIS,CENTRO,BRAUNA,(18) 36921145,E030512A@EDUCACAO.SP.GOV.BR,5.80,2.97,4.10,1.25,402,1,231,12,,,1,125,11,16,9,6,11,
JOSE FORNARI DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=9106,2025-07-30T12:02:12.188768,SUCCESS,SAO BERNARDO DO CAMPO,BAETA NEVES,SAO BERNARDO DO CAMPO,(11) 43305370,E009106A@EDUCACAO.SP.GOV.BR,4.90,3.84,,2.80,526,1,219,21,,,4,260,21,14,7,7,16,
JOSE FOZ DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=31999,2025-07-30T12:02:12.188768,SUCCESS,PRESIDENTE PRUDENTE,VILA MARCONDES,PRESIDENTE PRUDENTE,(18) 32210840,E031999A@EDUCACAO.SP.GOV.BR,5.00,3.17,3.50,1.82,522,,250,42,,,1,220,9,16,9,7,11,
JOSE FRANCISCO PASCHOAL,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=22627,2025-07-30T12:02:12.188768,SUCCESS,JABOTICABAL,VILA MAJOR CICERO DE CARVALHO,BEBEDOURO,(17) 33422678,E022627A@EDUCACAO.SP.GOV.BR,4.40,1.86,,1.41,321,,213,18,1,,,68,6,12,8,3,14,
JOSE FRANCO CRAVEIRO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=17759,2025-07-30T12:02:12.188768,SUCCESS,BRAGANCA PAULISTA,CENTRO,SOCORRO,(19) 38952763,E017759A@EDUCACAO.SP.GOV.BR,5.40,3.57,4.30,2.34,663,22,390,4,,,7,173,4,22,13,7,14,
JOSE GABRIEL DE OLIVEIRA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=17012,2025-07-30T12:02:12.188768,SUCCESS,AMERICANA,CENTRO,SANTA BARBARA D'OESTE,(19) 34552103,E017012A@EDUCACAO.SP.GOV.BR,6.00,4.27,,,480,23,387,6,1,,,,,18,14,,7,
JOSE GAMA DE MIRANDA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=7109,2025-07-30T12:02:12.188768,SUCCESS,ITAQUAQUECETUBA,JARDIM CAIUBI,ITAQUAQUECETUBA,(11) 46486418,E007109A@EDUCACAO.SP.GOV.BR,4.40,3.00,,2.16,916,21,569,24,,,13,188,12,31,19,8,22,
JOSE GASPAR DOM,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=7948,2025-07-30T12:02:12.188768,SUCCESS,MAUA,CENTRO ALTO,RIBEIRAO PIRES,(11) 48237428,E007948A@EDUCACAO.SP.GOV.BR,4.90,3.90,4.90,2.42,341,2,188,9,,,12,126,4,13,7,6,18,
JOSE GERALDO DE LIMA PROF EE,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=5373,2025-07-30T12:02:12.188768,SUCCESS,SUL 3,JARDIM IPANEMA ZONA SUL,SAO PAULO,(11) 55225655,E005373A@EDUCACAO.SP.GOV.BR,5.80,4.04,5.10,3.26,538,1,302,14,,,1,212,8,15,9,6,15,
JOSE GERALDO VIEIRA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=38647,2025-07-30T12:02:12.188768,SUCCESS,OSASCO,UMUARAMA,OSASCO,(11) 36096084,E038647@EDUCACAO.SP.GOV.BR,,,5.10,3.04,438,,,,,,7,417,14,12,,12,13,
JOSE GILBERTO DE OLIVEIRA SOUZA PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=905665,2025-07-30T12:02:12.188768,SUCCESS,SAO JOAO DA BOA VISTA,JARDIM DOLORES,VARGEM GRANDE DO SUL,(19) 36411003,E905665A@EDUCACAO.SP.GOV.BR,,2.66,,1.20,739,2,354,32,,,,260,29,23,12,9,12,
JOSE GIORGI,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=32414,2025-07-30T12:02:12.188768,SUCCESS,TUPA,ESTACAO,RANCHARIA,(18) 32651373,E032414A@EDUCACAO.SP.GOV.BR,5.10,3.12,,,262,,253,9,,,,,,9,9,,9,
JOSE GONCALVES DE ANDRADE FIGUEIRA DOUTOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=8928,2025-07-30T12:02:12.189769,SUCCESS,SAO BERNARDO DO CAMPO,BATISTINI,SAO BERNARDO DO CAMPO,(11) 43572976,E008928A@EDUCACAO.SP.GOV.BR,5.00,3.11,,2.53,633,,273,19,1,,3,249,16,22,10,9,15,
JOSE GONCALVES DE MENDONCA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=33017,2025-07-30T12:02:12.189769,SUCCESS,ASSIS,CENTRO,MARACAI,(18) 33711132,E033017A@EDUCACAO.SP.GOV.BR,6.10,3.86,5.20,,357,15,270,1,,,4,66,1,14,10,4,14,
JOSE GUILHERME,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=17978,2025-07-30T12:02:12.189769,SUCCESS,BRAGANCA PAULISTA,CENTRO,BRAGANCA PAULISTA,(11) 40331548,E017978A@EDUCACAO.SP.GOV.BR,5.50,3.55,,,398,7,229,13,,,,,,14,8,,8,
JOSE HEITOR CARUSI PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=1824,2025-07-30T12:02:12.189769,SUCCESS,CENTRO SUL,PARQUE DA MOOCA,SAO PAULO,(11) 22723787,E001824A@EDUCACAO.SP.GOV.BR,3.50,3.51,4.30,2.65,157,,80,12,,,,59,6,8,4,4,12,
JOSE HENRIQUE DE PAULA e SILVA PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=8606,2025-07-30T12:02:12.189769,SUCCESS,SANTO ANDRE,PARQUE ORATORIO,SANTO ANDRE,(11) 44795615,E008606A@EDUCACAO.SP.GOV.BR,5.20,3.49,4.50,2.22,724,8,333,16,,,9,278,17,23,12,8,9,
JOSE HERMENEGILDO LEONI PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=901763,2025-07-30T12:02:12.189769,SUCCESS,SUL 1,CUPECE,SAO PAULO,(11) 26588601,E901763A@EDUCACAO.SP.GOV.BR,,,,,648,,,,,,,,,22,,,16,
JOSE IAMAMOTO SOLDADO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=910235,2025-07-30T12:02:12.189769,SUCCESS,DIADEMA,CASA GRANDE,DIADEMA,(11) 40666114,E910235A@EDUCACAO.SP.GOV.BR,5.30,3.15,,,499,18,471,10,,,,,,16,16,,9,
JOSE INOCENCIO DA COSTA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=24934,2025-07-30T12:02:12.189769,SUCCESS,ARARAQUARA,CENTRO,MATAO,(16) 33821767,E024934A@EDUCACAO.SP.GOV.BR,5.10,3.62,4.20,1.01,405,11,303,12,,,3,75,1,14,10,4,14,
JOSE INOCENCIO MOREIRA CORONEL,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=35737,2025-07-30T12:02:12.189769,SUCCESS,OURINHOS,BARRA FUNDA,BERNARDINO DE CAMPOS,(14) 33461238,E035737A@EDUCACAO.SP.GOV.BR,5.70,2.88,,,200,4,143,4,,,2,47,,8,5,3,9,
JOSE JOAQUIM BITTENCOURT CEL,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=33900,2025-07-30T12:02:12.189769,SUCCESS,ASSIS,CENTRO,PALMITAL,(18) 33511332,E033900A@EDUCACAO.SP.GOV.BR,5.10,2.79,3.80,1.52,384,11,257,11,,,7,97,1,12,8,4,12,
JOSE JOAQUIM CARDOSO DE MELLO NETO PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=38222,2025-07-30T12:02:12.189769,SUCCESS,SUL 2,JARDIM DAS ROSAS ZONA SUL,SAO PAULO,(11) 58216294,E038222A@EDUCACAO.SP.GOV.BR,,,,,931,,,,,,,,,30,,,20,
JOSE JOAQUIM DOS SANTOS PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=28319,2025-07-30T12:02:12.189769,SUCCESS,JALES,CENTRO,TRES FRONTEIRAS,(17) 36911140,E028319A@EDUCACAO.SP.GOV.BR,5.50,3.84,4.30,2.01,445,3,284,15,,,1,120,5,16,10,5,11,
JOSE JORGE DO AMARAL PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=8904,2025-07-30T12:02:12.189769,SUCCESS,SAO BERNARDO DO CAMPO,DOS FINCO,SAO BERNARDO DO CAMPO,(11) 43540152,E008904A@EDUCACAO.SP.GOV.BR,4.90,2.92,,2.97,963,2,530,50,,,4,351,26,27,17,10,15,
JOSE JORGE NETO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=21301,2025-07-30T12:02:12.189769,SUCCESS,PIRASSUNUNGA,CENTRO,ANALANDIA,(19) 35661311,E021301A@EDUCACAO.SP.GOV.BR,,,4.70,2.84,135,,,,,,6,89,10,6,,5,7,
JOSE JORGE PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=902755,2025-07-30T12:02:12.189769,SUCCESS,OSASCO,CIDADE DAS FLORES,OSASCO,(11) 36080544,E902755A@EDUCACAO.SP.GOV.BR,4.90,2.86,4.20,2.40,1062,2,568,39,,,,423,30,32,17,15,20,
JOSE JULIANO NETO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=24485,2025-07-30T12:02:12.189769,SUCCESS,SAO CARLOS,VILA FARIA,SAO CARLOS,(16) 33076437,E024485A@EDUCACAO.SP.GOV.BR,,,4.50,2.43,625,1,258,9,,,1,308,28,20,8,11,16,
JOSE JUSTINO DE OLIVEIRA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=20679,2025-07-30T12:02:12.190766,SUCCESS,SAO JOAO DA BOA VISTA,CENTRO,SANTO ANTONIO DO JARDIM,(19) 36540229,E020679A@EDUCACAO.SP.GOV.BR,4.50,3.23,,1.58,402,9,229,12,,,4,134,14,14,8,6,9,
JOSE LEITE PINHEIRO JR PROF,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=15696,2025-07-30T12:02:12.190766,SUCCESS,ITU,BRASIL,ITU,(11) 40230114,E015696A@EDUCACAO.SP.GOV.BR,,2.68,,2.73,523,7,283,16,,,4,202,11,16,10,6,11,
JOSE LEITE PINHEIRO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=14527,2025-07-30T12:02:12.190766,SUCCESS,AVARE,CENTRO,CERQUEIRA CESAR,(14) 37141272,E014527A@EDUCACAO.SP.GOV.BR,5.10,2.66,4.30,1.57,1023,4,630,27,,,4,275,9,32,21,8,23,
JOSE LEME DO PRADO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=18181,2025-07-30T12:02:12.190766,SUCCESS,CAMPINAS OESTE,VILA SANTANA,VALINHOS,(19) 38711019,E018181A@EDUCACAO.SP.GOV.BR,5.50,3.49,,,235,,167,13,1,,2,45,7,10,7,3,15,
JOSE LEME LOPES DOUTOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=912487,2025-07-30T12:02:12.190766,SUCCESS,GUARULHOS NORTE,AGUA AZUL,GUARULHOS,(11) 24362005,E912487A@EDUCACAO.SP.GOV.BR,4.60,2.11,4.30,0.99,332,2,206,8,,,2,105,9,14,8,6,15,
JOSE LEVY CORONEL,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=21763,2025-07-30T12:02:12.190766,SUCCESS,LIMEIRA,CENTRO,CORDEIROPOLIS,(19) 35462624,E021763A@EDUCACAO.SP.GOV.BR,,,5.60,4.63,215,,,,,,10,199,6,6,,6,7,
JOSE LIBERATTI PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=10789,2025-07-30T12:02:12.190766,SUCCESS,OSASCO,CENTRO,OSASCO,(11) 36817207,E010789A@EDUCACAO.SP.GOV.BR,4.90,3.43,,2.50,1474,2,468,33,,,3,908,60,39,14,25,17,
JOSE LIMA PEDREIRA DE FREITAS PROFESSORA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=23875,2025-07-30T12:02:12.190766,SUCCESS,RIBEIRAO PRETO,VILA VIRGINIA,RIBEIRAO PRETO,(16) 36200381,E023875A@EDUCACAO.SP.GOV.BR,4.90,2.50,,1.67,512,1,272,6,,,,,,16,9,,19,
JOSE LINS DO REGO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=38295,2025-07-30T12:02:12.190766,SUCCESS,SUL 2,JARDIM DAS FLORES,SAO PAULO,(11) 55140115,E038295A@EDUCACAO.SP.GOV.BR,,,4.40,1.94,1320,,,,,,7,998,134,33,,28,15,
JOSE LOPES VEREADOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=913340,2025-07-30T12:02:12.190766,SUCCESS,BOTUCATU,CENTRO,QUADRA,(15) 32531210,E913340A@EDUCACAO.SP.GOV.BR,,,4.40,2.85,148,,,,,,1,137,10,6,,6,5,
JOSE LUIZ DE SIQUEIRA PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=23619,2025-07-30T12:02:12.190766,SUCCESS,SERTAOZINHO,CENTRO,BARRINHA,(16) 39431341,E023619A@EDUCACAO.SP.GOV.BR,,,4.20,1.82,734,,,,,,43,543,22,20,,16,21,
JOSE MANOEL ALVARES ROSENDE PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=45627,2025-07-30T12:02:12.190766,SUCCESS,BRAGANCA PAULISTA,JARDIM PORTUGAL,BOM JESUS DOS PERDOES,(11) 40127476,E045627A@EDUCACAO.SP.GOV.BR,4.80,3.04,3.50,,907,5,517,36,,,17,319,13,27,16,11,12,
JOSE MANOEL LOBO DR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=28988,2025-07-30T12:02:12.190766,SUCCESS,VOTUPORANGA,PATRIMONIO NOVO,VOTUPORANGA,(17) 34215315,E028988A@EDUCACAO.SP.GOV.BR,5.20,2.60,,1.78,792,14,319,15,,,8,366,14,25,12,11,25,
JOSE MARCATO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=915749,2025-07-30T12:02:12.190766,SUCCESS,DIADEMA,CENTRO,DIADEMA,(11) 40481353,E915749A@EDUCACAO.SP.GOV.BR,5.20,3.00,4.40,1.90,1432,12,671,45,,,17,525,35,41,21,16,18,
JOSE MARCELINO DA FONSECA MAJOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=863,2025-07-30T12:02:12.190766,SUCCESS,NORTE 2,PARQUE MANDAQUI,SAO PAULO,(11) 22041722,E000863A@EDUCACAO.SP.GOV.BR,,,,,376,,,,,,,,,14,,,16,
JOSE MARCELINO DE ALMEIDA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=28137,2025-07-30T12:02:12.191766,SUCCESS,BARRETOS,CENTRO,SEVERINIA,(17) 38171155,E028137A@EDUCACAO.SP.GOV.BR,,,4.20,1.36,475,,,,,,17,337,25,17,,13,14,
JOSE MARCILIANO DA COSTA JUNIOR PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=36109,2025-07-30T12:02:12.191766,SUCCESS,LIMEIRA,JARDIM NOVA SUICA,LIMEIRA,(19) 34519155,E036109A@EDUCACAO.SP.GOV.BR,6.10,4.12,,,274,2,262,10,,,,,,8,8,,8,
JOSE MARCONDES DE MATTOS DOUTOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=39664,2025-07-30T12:02:12.191766,SUCCESS,TAUBATE,PARQUE SENHOR DO BONFIM,TAUBATE,(12) 36224300,E039664A@EDUCACAO.SP.GOV.BR,,,4.90,2.84,351,,,,,,19,218,4,10,,7,11,
JOSE MARIA DOS REIS DOUTOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=30260,2025-07-30T12:02:12.191766,SUCCESS,BIRIGUI,CENTRO,COROADOS,(18) 36451244,E030260A@EDUCACAO.SP.GOV.BR,5.10,2.19,4.10,0.39,406,,251,15,,,1,132,7,15,9,6,14,
JOSE MARIA MATOSINHO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=18570,2025-07-30T12:02:12.191766,SUCCESS,CAMPINAS LESTE,SAO BERNARDO,CAMPINAS,(19) 32735720,E018570A@EDUCACAO.SP.GOV.BR,5.80,3.56,3.90,2.63,860,,115,10,,,5,486,44,27,4,14,17,
JOSE MARIA PEREZ FERREIRA PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=918829,2025-07-30T12:02:12.191766,SUCCESS,CARAPICUIBA,VILA SILVIANIA,CARAPICUIBA,(11) 41874724,E918829A@EDUCACAO.SP.GOV.BR,5.00,3.29,,2.29,1776,18,871,45,,,7,784,51,47,27,20,17,
JOSE MARIA REYS PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=1090,2025-07-30T12:02:12.191766,SUCCESS,NORTE 2,JARDIM JAPAO,SAO PAULO,(11) 22019762,E001090A@EDUCACAO.SP.GOV.BR,,,,,560,,,,,,,,,19,,,23,
JOSE MARIA RODRIGUES LEITE PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=10716,2025-07-30T12:02:12.191766,SUCCESS,OSASCO,VILA CAMPESINA,OSASCO,(11) 36810315,E010716A@EDUCACAO.SP.GOV.BR,5.10,3.56,4.40,2.35,580,,367,20,,,4,187,2,18,11,7,19,
JOSE MARIA WHITAKER DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=38167,2025-07-30T12:02:12.191766,SUCCESS,CENTRO SUL,JARDIM SANTA CRUZ SACOMA,SAO PAULO,(11) 23358057,E038167A@EDUCACAO.SP.GOV.BR,,,4.50,2.47,1006,,,,,,8,847,68,28,,26,15,
JOSE MARIOTTO FERREIRA MAJOR AVIADOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=13869,2025-07-30T12:02:12.191766,SUCCESS,SAO JOSE DOS CAMPOS,VILA DAS ACACIAS,SAO JOSE DOS CAMPOS,(12) 39210342,E013869A@EDUCACAO.SP.GOV.BR,6.30,4.80,5.50,2.95,1115,8,314,7,,,13,388,20,30,9,10,16,
JOSE MARQUES DA CRUZ PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=2203,2025-07-30T12:02:12.191766,SUCCESS,LESTE 5,VILA FORMOSA,SAO PAULO,(11) 27817573,E002203A@EDUCACAO.SP.GOV.BR,,,4.90,3.39,535,,,,,,9,342,13,16,,10,25,
JOSE MARTINS DE TOLEDO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=21209,2025-07-30T12:02:12.191766,SUCCESS,PIRACICABA,RESIDENCIAL TERRAS DE ARTEMIS ARTEMIS,PIRACICABA,(19) 34381044,E021209A@EDUCACAO.SP.GOV.BR,5.50,2.77,4.10,2.00,492,1,332,7,,,2,141,9,17,11,6,17,
JOSE MARUN ATALLA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=901829,2025-07-30T12:02:12.191766,SUCCESS,GUARULHOS NORTE,PARQUE CONTINENTAL I,GUARULHOS,(11) 24514135,E901829A@EDUCACAO.SP.GOV.BR,,,,,615,,,,,,,,,22,,,13,
JOSE MAURICIO DA ROCHA DOM,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=17784,2025-07-30T12:02:12.191766,SUCCESS,BRAGANCA PAULISTA,PARQUE BRASIL,BRAGANCA PAULISTA,(11) 40331522,E017784A@EDUCACAO.SP.GOV.BR,5.50,3.21,4.50,1.95,643,16,404,21,,,,155,12,20,12,6,13,
JOSE MAURO DE VASCONCELOS,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=901982,2025-07-30T12:02:12.191766,SUCCESS,DIADEMA,CONCEICAO,DIADEMA,(11) 40542330,E901982A@EDUCACAO.SP.GOV.BR,,,,,669,,,,,,,,,25,,,13,
JOSE MAZELLA PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=916675,2025-07-30T12:02:12.192766,SUCCESS,TAUBATE,REGISTRO,TAUBATE,(12) 36260211,E916675A@EDUCACAO.SP.GOV.BR,,1.25,4.30,1.47,98,,,,,,5,91,2,5,,5,8,
JOSE MIRANDA PREFEITO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=905641,2025-07-30T12:02:12.192766,SUCCESS,SUMARE,PARQUE  BANDEIRANTES,SUMARE,(19) 38323323,E905641A@EDUCACAO.SP.GOV.BR,6.00,3.55,4.60,2.64,415,9,274,7,,,7,94,,14,9,4,15,
JOSE MONTEIRO BOANOVA PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=3542,2025-07-30T12:02:12.192766,SUCCESS,CENTRO OESTE,ALTO DA LAPA,SAO PAULO,(11) 38327257,E003542A@EDUCACAO.SP.GOV.BR,4.60,2.58,4.20,2.99,530,,138,19,,,3,285,36,17,6,9,16,
JOSE MUNIZ TEIXEIRA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=34770,2025-07-30T12:02:12.192766,SUCCESS,MIRACATU,ROCIO,IGUAPE,(13) 38413008,E034770A@EDUCACAO.SP.GOV.BR,5.50,3.21,,,240,5,233,2,,,,,,7,7,,8,
JOSE NANTALA BADUE PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=907340,2025-07-30T12:02:12.192766,SUCCESS,BRAGANCA PAULISTA,VILA SANTA LIBANIA,BRAGANCA PAULISTA,(11) 40322291,E907340A@EDUCACAO.SP.GOV.BR,5.80,3.46,4.80,2.52,888,,272,20,,,32,468,13,22,8,12,11,
JOSE NARCISO VIEIRA EHRENBERG PADRE,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=39913,2025-07-30T12:02:12.192766,SUCCESS,SUMARE,JOAO ARANHA,PAULINIA,(19) 38742973,E039913A@EDUCACAO.SP.GOV.BR,4.80,2.77,3.60,1.62,1526,2,538,52,,,,761,129,42,18,23,16,
JOSE NASCIMENTO PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=5046,2025-07-30T12:02:12.192766,SUCCESS,SUL 1,CIDADE JULIA,SAO PAULO,(11) 26588491,E005046A@EDUCACAO.SP.GOV.BR,,,,,1086,,,,,,,,,34,,,18,
JOSE NEYDE CESAR LESSA DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=10650,2025-07-30T12:02:12.192766,SUCCESS,ITAPEVI,NOVA ITAPEVI,ITAPEVI,(11) 26588121,E010650A@EDUCACAO.SP.GOV.BR,4.50,2.66,3.70,1.94,1991,40,801,42,1,,24,574,35,51,23,17,18,
JOSE NICOLAU PIRAGINE PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=909300,2025-07-30T12:02:12.192766,SUCCESS,JAU,VILA NOVA,JAU,(14) 36228584,E909300A@EDUCACAO.SP.GOV.BR,4.70,2.63,4.70,1.02,309,2,213,21,,,1,67,5,11,8,3,13,
JOSE NIGRO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=12130,2025-07-30T12:02:12.192766,SUCCESS,SAO VICENTE,CATIAPOA,SAO VICENTE,(13) 34682499,E012130A@EDUCACAO.SP.GOV.BR,5.20,2.80,3.70,1.24,396,5,249,16,,,,115,11,13,9,4,9,
JOSE NOGUEIRA DE BARROS PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=42742,2025-07-30T12:02:12.192766,SUCCESS,SAO JOAO DA BOA VISTA,PEDREGULHO,SAO JOAO DA BOA VISTA,(19) 36251142,E042742A@EDUCACAO.SP.GOV.BR,,,,,53,1,49,3,,,,,,4,4,,7,
JOSE NOGUEIRA DE SOUZA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=27169,2025-07-30T12:02:12.192766,SUCCESS,JALES,CENTRO,VITORIA BRASIL,(17) 36421103,E027169A@EDUCACAO.SP.GOV.BR,5.30,,4.70,0.80,168,2,99,1,,,2,58,6,7,4,3,7,
JOSE ODIN DE ARRUDA PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=16100,2025-07-30T12:02:12.192766,SUCCESS,SOROCABA,JARDIM VERA CRUZ,SOROCABA,(15) 32214124,E016100A@EDUCACAO.SP.GOV.BR,5.80,3.59,5.00,2.84,611,,332,15,,,,243,21,17,10,7,11,
